barcode,product_name,brands
8906040400027,oregano,tushraj herbs
8901324009200,,
8908013210022,,
8904083510062,,
8904063253194,Kashmiri Mixture,Haldiram's
0099071671318,,
8901888095367,honey,dabar
8901826332226,Verka Toned Milk Dahi,Verka
8906021121538,Gunger pickle,Aachi
8901719106781,Namkeen - Moong dal,Parle
8902433006197,Snickers (Shareable Bites),Snickers
8901725008376,Sunfeast Kesar Badam Milkshake,Sunfeast
8901670813360,Sesame cikki,saras
8904004404227,Mini Samosa,Haldiram's
8901972061902,,
8904022907335,Milk short cake biscuits,Unknown Brand
8901719101625,Rusk biscuits,Parle
89004845,Vaseline,Unknown Brand
8908005285526,,
8904063256645,Aloo Tikki,Haldiram's
8906021122054,Aachi Mango Avakkai 300Gm,Aachi
8904008416851,feroglobin b12,
8901491702027,Oats,Quaker
8904011506549,Garlic Pickle,Double Horse
8901972070102,,
8902167000515,Tandoori chicken masala,
8908004076200,Milk Rusk,
8906067028846,Healthkart Nouriza Dark chocolate peanut butter,"Healthkart,Nouriza"
8906000421970,calciquick-k2,Dr morepen
8901058870183,maggi,Nestlé
08991676,,
13877057,,
8907931000166,Sweet potato bbq,
8907931000081,Sweet ptato spiced,
8907931000562,Garden veggie,
8907931000609,Veggie strwws,
8906061491363,Methi paratha,
8906001850861,Aceite de coco virgen orgánico DXN,
8906021925693,Miel,Unknown Brand
8901808004950,Aweet chili,
8908010900131,Unsweetened peanut butter,
8904084100460,Jus Neem et aloe,
8904018611215,Chandan 5 In,
8901262152242,Amul Kool Badam Flv 180ml,amul
8901030807138,Horlicks Classic Malt,Horlicks
0710779116320,muscle mass gainer,labrada
0804883000405,Chat Masala (Mix spices powder),BMC
6001240390047,Fruitree orange,
8906076272254,Riso,
8908003050935,Brown basmati rice,
8904258702100,RAW-P MIXED FRUIT 200ML,Raw Pressery
8902351999014,sobisco desire butter,sobisco
8906015270020,Durga ghee,
0784927150344,Monsoon Harvest Toasted Millet Muesli Cranberry & Almond,Monsoon Harvest
89006306,,Select
8904109467974,,Unknown Brand
8906113261692,immunity booster capsule,himalayan organics
8906024070291,Amla Indian Gooseberry Juice,
8901030532832,Fresh Tomato Ketchup,Kissan
8901499008718,,
8904064627512,Curcuma,
8901719105555,parle rusk,Parle
8904064613027,Parotta,
8901035053752,Thé noir fraise de jardin,Golden Victoria
8906031754467,,
8901719906145,Kreams Gold Pineapple,Parle
8901571010370,,
0015000047757,Yogurt blends snack,Gerber
8904063259257,Hara Bhara Kebab,Haldiram's
8906044991453,Aloe vera,
8906097400216,Zoff chicken 🐔  masala 5rs,
8906103580178,Grizzly pro gold edition,
8906013030831,Nouilles Quick Gout Pizza au poulet,wai wai
8901786161003,Chicken masala Spice Mix,Everest
8901063139190,Bourbon,Britannia
8908008669712,Raw Whey Protein,Powerus
8901670813759,Methi Barja Puri,
8901670813735,Diet Chakoli,
8901058839456,sunrise,Nescafe
8906031310014,Vestige Noni Capsules,
8901107030599,softovac.sf,
8906074442550,,
8901030726910,lifebouy,
89009314,Barone,
8906016410753,Godrej Jersey Ghee,Godrej Jersey
8901063151567,Toastea,Britannia
8901233033549,Cadbury Dairy Milk Silk oreo,Cadbury
13622114,soya sauce,purin
6194013816025,Yaourt nature,
8906001055129,Thokku pickle,
8000500257340,tic tac,
8906097400254,Zoff meat masala 5rs,
8901725101695,,
8900090240220,Food coloring,
8902850000013,Estern Cocunut milk 400 ml,Eastern
8906001016595,Mother's Recipe Madras Curry Powder,
8904064660458,Ribbon pakora,
8901063165694,Nutri choice,Britannia
8906078720005,Mugdal namkin,
8906012800326,,
8901393017816,chuppa chub bites,Chupa Chups
8906009991405,Dreams Choco Cup Cake,
8901035056357,Massana,
8901088175975,,
8904150501665,Cake mix,
8906126950002,tgb Bakery,
8901491000192,Doritod cheese flavor,20rs
8906005500755,khatta meetha tana-bana,
8906005500854,Bhikaji sub kuch,
8901670814374,Methi gathiya,
8908005215493,Kappalandi Mittai,
8904004401929,CHANA NUTS,Haldiram's
8480024754288,Barritas de platano y chocolate,Alteza
8901393016369,Chupa chups lollipop,
8906016790015,rajini,coca
8908002288339,P Sooji,P
3948571000203,,
8904137478546,Garam masala,
8901747000730,premium black tea,Wagh Bakri
8901047816239,Sag Aloo,
0706502234027,Happy bar,
0841165116751,potata,pran
8901808002031,Glucose D,
0981559101168,Milk Shakti 50 grm,
8901063362857,Britannia cake,britannia
8902858490410,Wood Children,
8904063200631,Chakoli,Haldiram's
8901063151352,Good Day-Cashew Cookies,Britannia
8906009504193,Ghee,
8901030050114,Pear’s Hand Wash,Pear’s
8901552013352,Tandoori roti,Ashoka
8904063214324,Haldiram navratan 440g,Haldiram
8904168500063,Himalayan Flora Honey,
8901138030018,Cystone,Nestle
8906002085286,pickles,shakthi masala
8904064628090,Pois chiche décortiqué cassé grillé,
8901233034560,Tang orange,Tang
8901724500024,Juice,
8908004415481,,
8902166136567,,
8904004401615,Kashmiri dalmouth,Haldiram's
8901058847482,Maggie Pazzta Chese Macaroni,Maggi
8906086330647,Ibuprofen,Unknown Brand
8904124700230,sega,sega
8906001210306,Spinach Puree,
8908001897310,American burger slices,
8907016009015,È un pennarello,
94164466,50 50,BRITANNIA
8906064230044,Chicken tikka masala mix,
8908008674013,nabati cheese wafer,Richeese
8906008459456,,Unknown Brand
8904091104109,FLUCORT - N,flucort n
8906054102481,Tender jack,
8901232494617,,
8901552025041,Punjabi Mango & Chili Pickle,truly Indian
8904232721936,,
8901107001520,Sertraline,Lupin Healthcare
8904109449727,Honey,
8904150501627,Pancake Mix,
8901719117978,parle,parle
8902041022497,Creamy Wafer Biscuits,
8901063165847,Treat,Britannia
8906013030695,wai wai maggi,xpress
8906121810028,Sing Bhujia,
8901042964294,MTR Garam Masala,
8906001055501,Mothers Punjabi Pachranga Pickle,
8908002984200,Soulfull Ragi Bites,SOULFULL
8904120903055,Spice Drops,Holy Lama
8901777798126,Roti Chapati,Vadilal
8901233022536,Bournvita biscuit,Cadbury
8901030681530,Tea bags,Taj Mahal
8904209302779,Chicken Tikka Massala,
8904004405521,Orange Soan Treat,Haldiram's
8904037000397,pankajakasthuri breathe easy,
8908006315451,Moringa powder,
8908010775760,pastiano,italian
8904084100538,Gingelli oil,
8904063259240,Sabudana tikki,Haldiram's
8906001055341,Pickle de citron épicé,
8902550005363,Long murukku spicy,
8901725100568,Atta with multigrains,
1947547011702,Glucon-D,
8904156711518,1 minute rasam,
8901088135061,Pongal,
8904156701984,Puliyogare,
8901552020237,Tamarind chutney,Ashoka
8904314500022,Jus coco,
8902433001918,,Snickers
8901030656026,Taj Mahal,
8904304338154,Feuilles de moringa sechées,
8901719255168,parle G,parle
61992887,Himalayan pink rock salt,himalayan
8906017630006,Raisins noirs,
8901058101577,Tomato Ketchup,Maggi
8904304337669,POWDER DE MORINGA,
8906020589414,Instant Coffee,iD
8902433003165,orbit,
8901155106321,Gits Khatta Dhokla Mix,
8901058101614,Hot and sweet,Maggi
8902080000869,,Tropicana
8904304500001,Swad kesar Mango Pulp,Swad
8906012906021,protein diskettes,kabi bite
8906019080069,,
8906032016991,Soya Granules,Nutrela
8901560141443,,
8904304538622,Joy appalam,
8906009452111,,
5056281162840,,
8901288230306,vicco turmeric cream,
8901042970578,ots,mtr
8906021121972,Lemon Rice Powder,Aachi
8901808003076,Weikfeild Jelly Orange,
8908004827031,Filter tabbaq,laziza
8906072793180,yo fun,darshan
8901042968193,"MTR cup poha ,80 g",
6991586420051,mars,
8906021927680,Pure honey,
8901111701119,,
8901884401308,Garmar in Brine,
3948719112683,Ganesh Kumar,
7800122000420,Misso,
8901120146710,sugar free,Zydus Wellness
8901030962240,lipton green tea,Lipton
8906054210032,Shanta G Khakhra,
8901537004030,Riz basmati,
8906143312562,أرز بسمتي سيلا هندي  / صابحه,
8906051438354,,
8904064627802,Nandhi,
14212376,,
8908005459163,Flaxseeds,nourish you
8901058100600,Nestle Milkmaid Condensed Milk Tin,Nestlé
8901552001069,Paste,Ashoka
8901765124654,Sonic jel pen,
0070177137069,twinings green tea,Twinings
8906001055488,Punjabi mango pickle,
8906032016571,Nutrela Soya Chunks,Nutrela
8902167000416,Sabji Masala,MDH
8901939122011,Madras appalam unfrittierte linsenchips,
8901719291135,LITE CRACKERS,Nutricrunch
8904084100576,Huile de sesame,
0787790207207,,
8901786041008,Jaljira Powder,Everest
8904028422467,Samosa chutney,
8906069402361,,veeba
8901595963317,Manchurian,
89009451,Wudy,
8901161104496,Fried Onions,
8904063203830,Panipuri,
8901161202017,Basmati Rice,
8902188482390,Ramdev Lemon Pickle,
8906005500052,Bikaneri bhujia,Bikaji
8901207004407,Real guava  juice,Real
8901088200349,Sampoorna Indian Hair oil,Paracuute
8901088200318,,
8908001105712,Black pepper,Clover Valley
8904004401516,Bombay mix,haldirame
8901786140503,Shahi Biryani Masala mixed powder,EVEREST
8904208600081,Palak Paneer,Rasoi Magic
8901414000216,Boondi,
8901233014081,Cadbury Zip Choc,Cadbury
8902080013036,Tropicana Apple Juice 100%,Tropicana
8901764935206,Minute Maid Orange Juice,
8906080600258,Paper Boat,
8906015612370,Hangyo Belgian Choclate Icecream,
8901262040037,Amul Shrikand,
8901233033563,Dairy Milk Silk minis,
8901393019964,Centerfresh Soft Chews,
8901747002185,Wagh Bakri Masala Tea 250G,
8906076271530,Premium Basmati Rice,Zeeba
8904109490538,Cow’s ghee,Unknown Brand
8906009182056,Pistachios,
6221134008227,galaxy,galaxy
08704122,tang,Active Energy
8901440023463,Cumin Powder,Eastern
8904232700337,,
8904004402056,All in one,Haldiram's
8900000002078,Raisin sans Pepin,
8902330001332,Equilibrio fette croccanti mais,
8901719656613,Parle Hide&seek Fab Orange,Parle
8906024450512,Green Tea Natural,
8906024451335,Green Tea - Lemon and Honey,
8901030456381,Taaza tea,brooke bond
0717524111128,Banana,Del Monte
8901058841138,Nescafe CLASSIC,Nestlé
8905002026015,Kingfisher ultra,
8906045946988,,Unknown Brand
8993175545839,,
8904065212526,,
8901207027321,dabur red paste,Dabur
6291108090992,Apple juice,Unknown Brand
8091491981538,Chile Limon Lays,Lay's
8900000103683,Cruscoro,
8908010431079,tower,
1949280800087,,hugs gold
8904057390324,cow ghee,hatsun
89002803,Biscotti regina,Palermo
8906011410079,Jeera udad papad,Ganesh
8908001017220,Cornitos Nacho Crisps Barbeque,
8901030521225,,
8906005183330,Jaggery Powder,
8904146967277,Traditional basmati rice,
8904064627697,Nandhi applam,
8901030674570,Brooke Bond Red Label Natural Care Flavoured Tea,Brooke Bond
8904063281265,Pudina Paratha,Haldiram's
8901155420311,Methi matar - gits ready meals,
8908002777239,Health mix drink powder,Brawn health care
13776121,we can eat this,
8906010366896,,
8901939121953,Riz rouge,
8901595852352,DARK SAUCE,
10012011000629,,
8904338600951,,Ecowix
8906069402644,Veeba eggless mayonnaise 250 g,Veeba
8906068800038,кюпен юниор,
8901207019036,Coconut oil,
8901552000857,Carrot pickle,Ashoka
8901552016124,Jumbo Punjabi Samosa,Ashoka
8901522001648,Blenders  Pride,
8901262201780,Masala butter milk,Amul
8901542001642,Glucond orange 450g,
19108113,,Dabur
8906076271592,Basmati creamy sella Rice,
8908001017114,Tomato Mexicana,
8901063405011,Britannia Cow's ghee,Britannia
8901058855845,Lactogen 2,Nestlé
8901063342910,Brown bread,Britannia
8901063136694,5050,Britannia
8901552025102,Punjabi Tandoori Paste,truly Indian
8901414000230,Kashmiri Mixture,
8908000870048,Plain Khakhra,
8904063254597,Tea time khari,Haldiram's
8901030779282,Green tea honey lemon 25 Tea Bags,Lipton
8901030646201,Bru Green Lable,Bru
8901491001113,,Doritos
8901414001879,Soan papdi,
8904358701195,Sesame oil,
8904076000044,pure ghe e,
8906027713935,Lassi,
8904063230027,Dal biji,Haldiram's
8901262071161,Tanzania chocolat noir,Amul
8906001053620,Ginger Paste,
8909509283339,Kinder CereAlé - Kinder,Kinder
8901712341028,Wild rose green tea,
8901030809958,,
8906078260044,,
8901063092433,Good day cookies,britannia
8908008374241,Triphala,
8908012498148,Pure mustard old,
8901393017373,Alpenliebe POp,
8906001055242,Garlic pickle,
8903363002556,mango merry,coco- cola
8906033743230,Mc vities oat cookie,McVitie's
8904063253804,Punjabi tadka,Haldiram's
8904281501602,Lite lemon bhel mixture,
8901777522127,Masala Fries,
8901777412749,Naan Garlic Butter,
8905060150905,Gur rusks,
8907592000598,Organic Arhar Dal,Elworld
8904110301243,Chips banane épicées,Kwality market
15323187,,Britannia
8906005503268,Bikaji,
8901719116063,Monaco,Parle
8904064648852,sesame oil,
8906005625779,Mixture ball,
8901058869088,Nouille masala,Nestle
8901796000101,oil,
8901052087624,Tatly green tean Lemon & Honey,Tata
8906074830067,Osamania biscuits,
8904063210456,Fresh Paner,Haldiram's
8909228229632,Excellence 85°/° cacao,Lindt
8904054107239,,
8902080000845,Guava delight,Tropicana
8906010363260,Pure Ghee,Unknown Brand
8906117930099,,
12622078,PREMIUM Milk Bread,
8901552014441,Ashoka Carrot Pickle Olive Oil,Ashoka
8887526801630,,
3948063139190,bourbon,britannia
8904067706955,Peanut Brittle,
8908002192032,enduta mass,fssai
8901552012539,Mixed Pickle,Ashoka
8901725113490,sunfe,
8904063202437,Ragi roti,Haldiram's
8901499006936,Kellogg's Chocos,Kellogg's
8906067023001,"High Calorie Gainer, Chocolate Flavour",Muscleblaze
8901155414310,Gits Vegetable Biryani Heat & Eat,
8904064610347,Groundnut oil,
8901047011108,Riz,
8904051323014,Hot mixture,
8905454464434,Wafer Rolls,
8904063210975,Phulka roti,Haldiram's
8901047039232,Rice,Kohinoor
8904355402828,Apollo Apple Cider Vinegar 500ml,Apollo
8901662024224,suhana,
8906016420233,Sesame Balls,
8901393017106,Chupa chups butes,Chupa Chups
8904004404715,Chatpata Dal,Haldiram's
8904150501634,Butter Milk Pancake Mix,Betty Crocker
8901848020378,Rasna fruit plus,
8908012566021,Raisins blancs,
8901138501785,,
8904064628304,Pois rond grillé salé,
8901030373930,Bru gold,Bru
8901030559266,Mexican tomato corn soup,Knorr
8904063203441,Ratlami Mixture,haldiram's
8906077361094,makhana magic masala,
8901491000659,cheetos,pepsico india
8904063281234,Phulka Roti,Haldiram's
8901552025065,Kashmir Masala Paste,Truly Indian
8906009993423,plum pudding cake,
8908010270005,Golden corn,
4101530003397,Milder Rahmjoghurt Haselnuss,Berchtesgadener Land
8906012890177,Rose milk shake mix powder,
8904109470066,Amla Murabba,
0070177181659,twi lemon tea,Twinings
8901399006715,Santoor 4*75g,Santoor
8901042954615,Idli Reis Frühstück,
06164548,,
16121816,honey,Saffola
6294003596620,MAGGI SAFRON STOCK 1+1,Maggi
9556001280046,MAGGI VEGETABLES NOODLES,Maggi
8901088150620,Parachute 200ml,Unknown Brand
8904004400267,Haldiram's Punjabi Tadka,Haldiram's
8901001555600,Norma curry paste,
8904063281777,"Mutter Kachori, 8 pieces",Haldiram's
8904057397101,Hatsun Curd,Hatsun
8909089904327,Marmellata fragole,Hero
8901747002093,Wagh Bakri Spiced Tea 250 GM,
8900035002500,Nodini zuccherati con mandorle,
8907392008176,Organic Amla Juice,
0705016520411,,
8906081381750,Tamarind Paste,
8906032014843,mahahkosh,
4290464120574,Arabiata paste sauce,
3194063577061,Kitkat sense,KitKat
6294003557621,Kitkat golden 5+1,Nestlé
6294003548711,Kitkat chunkie mini break 26+6,KitKat
7613035051911,Nestle toffee crisp,
6294003571672,Kitkat hazelnuts crunch,KitKat
8901747000433,Wagh Bakari,wagh bakri
8901037033448,Girnar Instant Coffee Premix,Girnar
06342001,maggi 2 minute noodles,maggi
89045763,Fette croccanti,Schar
4987176248787,tight blue bar 10 MRP,
8904043552088,cake,modern
8901207018572,Green mango,
8904042316360,Custard Powder,
8906059638503,Greek yogurt smoothie,
8906021923750,عسل,
8901047040320,BASMATI RICE,
8904355300131,Crunchy appetite with a touch and aroma of coming seeds,
89067239,Rillettes maquereau,
8908010412061,Peanut butter unsweetened creamy,
8907969000022,,
8908007811068,Moong Dal,"Sipani,Sipani's Bikaner"
8906013315259,,Garrido
8901552014489,Green Pees Paratha,Ashoka
8904063214454,classic nut cracker,"haldiran, Haldiram's"
8906021927710,Pure honey,
8906009071831,,
0815865000115,,
8901719116971,Milano,
8901052022564,Tata tea premium,
8901512141804,peanut butter,sundrop
8904063255006,Punjabi samosa,Haldiram's
8901552007641,Bhindi,Ashoka
8901037024576,Chai from india,
8906046931860,Ronfit forte,
8901030818097,,
07258879,semester 3,gjfglh
8886467115530,,Pringles
8901262090414,amulya dairy whitener,amul
8904209307002,Traditional Jaffna Curry Powder,Aachi
8901552005050,Palak Paneer,Ashoka
8901207027529,Real juice Litchi,
8901972057493,danish style butter cookies,
8909550502847,Nesquik,Nestlé
8904304338109,Feuilles de moringa bio,
8901058890631,Maggi 2-Minute Noodles 420g,Maggi
8901414000490,,
8904063254696,aloo bhujia,Haldiram's
8909500310447,Nutella biscuit,Nutella
8904082785034,Farali Chevda,
8904049652126,Riz basmati,Alishaan
89009109,Ispaghul,Grace
8901155133310,Gits nylon khaman,
8902379100058,Raw shrimp,
8901571001361,Horlicks,
8906070132639,Khari Shing,
8901414000438,Navratan mixture 1 kg,Bikano
8908004741979,100% Pure Silver Leaves,
8904188602921,Phool makhana,Saurbhi
8904341100639,Kitchen dip,Kitchen Dip
8901552025331,Tamarind and date chutney,Truly Indian
8904063200952,Khatta Meetha,Haldiram's
8908000713628,Soya chunks,24 carats
8906013030039,X-press istan Noodles,
8906074824981,Pista Soan Papdi - Mithai,
19060668,delicious choco flavoured wafer biscuit,Kravour
8992796011136,Cleanser,
8904405700171,Panino Bakes Pizza Base,Panino Bakes
8908004944578,tortilla,
8906021072007,Peanut butter,
8901030083037,Red Label Tea,Brooke Bond
2947746117280,Hide and Seek,
8904051326558,Bombay Mixture,
8908000861671,Gopal sing bhujiya,
8908006223039,Opera Mag,
8901155106215,Gits Khatta Dhokla Mix,
8906002730216,Instant Idli Mix,
8904063209788,Madala Vada,Haldiram's
8901552023719,Jumbo Punjabi Samosa,Ashoka
8904063257383,Minute Khana Shami Kebab Wrap,Haldiram's
0043000303863,Tang,Kraft foods
8901414002555,Bikano boondi,Bikano
8906026597192,Khakhra,
8904064627994,Mango pickle,
8901262071680,Hazelnut Chocolate,Amul
8906119090135,Candilicious Lollipops,
8908003050461,Basmati Rice,
8904208600029,Meal mix paneer makhanwala,
8906021128889,dhall rice powder,Aachi
8907003505063,Madras mixture,
8906097400087,Zoff red chilli 🌶 POWDER 10rs,
8904057300491,arun,
8904082785249,Soya sticks,
8904250612957,Powder,
8901014004133,Italiano cup noodles,indo nissin
8906009200538,Oat Granola,Express FOODS
8904063259264,Veg shami kebab - 12 pieces,Haldiram's
8905694516405,Mantequilla de maní,La Sabrocita
8901207024351,Hajmola,
4820179255201,,
8901138110710,Liv.52,Himalaya
8904063257376,Schezwan Chilli Paneer,Haldiram's
8907931002580,Straws tomato basil,
89063866,Diet Coke,Sainsbury’s
8907931002801,Garden veggies Wavy Chips,
8906080600586,Paper Boat Lychee Drink,
8901030094781,Red label,Brooke Bond
8906030061528,Olives noires,
8903662010146,FESTIVA Basmati Rice,Dunar
8906118210169,Jasmine rice,
8906001210146,Sarson ka saag,Sohna
8901014002061,Masala Noodles,
8908015845017,Gokul,
8906077360189,Farali Khakhra,
8906005501158,Coated peanut nut cracker,Bikaji
8900042002500,Nodini zuccherati con mandorle,
8901319505595,,
8904116600043,teinture,AMAR'S
8901394028019,Pani Puri,
0859400007191,,
8904214502614,Sing Bhujia,Raju
8901030810244,Biscoot,
8904177130534,,
8908003032139,Kitchen treasures Turmeric Powder,Kitchen treasures
8904083519447,Turmeric Powder,
8901030809415,Malt,
8901205030033,Cardamom Masala Chai,
8901552013390,Mabooj,
8904150502792,Nature valley minis biscuits oats and honey,Unknown Brand
8908009918567,Hait vitamins,
8906021123815,Sauce piquante,
8901296054857,ivermectol,
8901552025263,Coriander chutney,Truly Indian
8906001384052,Mini Cracker,
8906023940434,Ripe Mango Fruit Syrup,
7622201452889,silk oreo,cadbury
0841165115549,Mr Noodles,Pran
8904006251157,Africa choice,beltexco
8901725181543,,Sunfeast
8902188812050,Hing,Ramdev
8900272000239,Biscotti Senzaniente,
8904071701700,Roasted Chickpeas Hing Jeera,
8901030559259,Thai veg soup,Knorr
5186227067387,,
8901688938086,Vegetable burget patty,
8906001055167,Habiscus Oraganic Powder,
8908004149263,Manha,
8904004412543,lite cornflakes,"haldiram, Haldiram's"
8904188607643,Chickpeas Tyson,Katoomba
8904035416442,joy,joy
8908006217083,Millet pancake,
8901063325494,,Britannia
8904063256874,Paneer onion paratha,Haldiram's
8906081381941,Banana Chips,
8904063209733,Rajma Raseela,Haldiram's
8906046141047,Himilayan Black Salt,
8901725121242,8901725121242,
8901537077898,Premium snack,
8904674019837,,Nesquik
8906021121996,Aachi Lemon Rice Powder 200G,
8901001555778,Curry Paste Hot,
8906007971201,,
8904132910997,kaffe Instant Blend 200g pp,
8904064621442,Madras plain pappad,
8901747003694,Masala Chai Tea Bags,Wagh Bakri
8904063206398,Baby murukku,Haldiram's
8904304337485,Infusion tulsi maaya,
26246246,aloo sev,balaji
8901719119187,parle-G,parle
7622201101428,perk,perk
8902050003067,Potato Chiwada,
3274870545429,gurubandi giri,
8901277008404,Park avenue,
8904064616707,Frozen Malabar Parotha,
8904063230195,Bhelpuri,Haldiram's
8908000462090,Amla Candy,
8909099903570,Oro fibrattiva,Saiwa
8901764175022,Maaza Refresh Mango Drink,"Coca cola, Maaza"
8901138835903,,
8904300200004,Mario instant noodles,
8904300200011,,
8907931002955,Garden veggie chips,
8904004441888,Mutter paneer,Haldiram's
8902167000409,MDH Pani Puri Masala,
8901063151741,Marie gold,Britannia
8902167001048,Shahi Paneer Masala,
8904043902760,Garam Masala,
141467274452624222327242,naaptol,
8904063211088,Punjabi samosa,Haldiram's
8906019962747,MilkVita,
8907316004659,Spice mix for egg curry,
8901262200233,Amul Masti Spiced Buttermilk,Amul
8902579100087,Frooti,
8904063240255,Navrattan,Haldiram's
8904335600886,Yoga Bar Steel Cut Oats,
8904063253941,Fresh Paneer,Haldiram's
8906008351859,Millet Khichdi,
8906069402989,veeba ketchup,Veeba
8904063213686,Dal makhani with rice,Haldiram's
6934177719929,Ppp,
10026810,,
7071147763519,,
8904304501077,Mango juice drink,
8904057302556,aruna ice cream,aruna ice cream
8904063206039,Punjabi tadka,Haldiram's
8904063204585,Whole Wheat Naan,Haldiram's
8901088155915,coconut oil,parachute
8904360200976,Apsara elaichi tea 5rs,
8906021125437,Masala Vada Mix,Aachi
8904198805107,Chana Jor Masala,
8904004416336,kaju butter cookies,haldiram
8906062531006,,
8901095900317,Masala Tea,
8904064664241,Health mix,
8901304269662,rock salt powder,classic choice
8901552000970,Hot mango chutney,Ashoka
8906009991146,Plum Surprise,Elite
8904063255013,Haldiram Minute Khana,Haldiram's
8901248101042,Боро Плюс,Хімані
0891597003662,Protein Powder,
8904063202413,Minute Khana,Haldiram's
04115746,betty chocker,betty chocker
8906080601750,Paper Boat tasty apple,paper boat
8904063254634,JEERA CRISPY PUFFS,Haldiram's
8901721000039,Bhujia - Munchy Masti,
0841165115532,,
8906070020615,Sharvas butter murukku,
8908001017558,Nacho chips sweet chilli,Cornitos nacho chips
06112196,mario masala noodles,
8906098790941,Peanut butter crunchy,
8901042955988,MTR - Dal Fry Fertiggericht 300G,
8901063165359,Good Day Chocochip Cookies,Britannia
8904004408720,Moorukulu (Haldiram's),Haldiram's
8906000593936,Sana,
8906021071093,Peanut Butter,
8901157004243,,
8901414006515,Chana Pataka,
8901719101038,Parle - G,Parle
8904004417319,rusky aata toast,haldiram's
19040228,,
8908006634095,Green Snack Super Stix,Green Snack
06798725,Loading…,
8901552025089,Vindaloo Curry Paste,Truly Indian
8904063240248,Haldiram Bhujia 1kg,Haldiram's
8901063025394,Milk. Bikis,Britannia
8901063151383,Marie Gold,Britannia
8904063281494,Rasmalai,Haldiram's
8908015172014,Indiraa Foods Ulava Charu,Indiraa Foods
8901719102394,Biscuits digestifs nutricrunch,
8904063211620,,Haldiram's
8901302097540,Avas 40,Unknown Brand
8904067705149,Chikki peanut gold,Jabsons
8904063256812,Medu avada,Minute khana
8901030717376,Tomato Ketchup,
8906116950814,MuscleBlaze Protein Peanut Butter Creamy Dark Chocolate,MuscleBlaze
8901725100575,Atta with multigrains,
8902579131036,Appy Fizz,
8904109469152,Doodh Biscuits,
8906082523838,Aloe vera juice,
8901262200172,Amul Lassi 1ltr,Amul
8904004405231,,
8904063257468,Paneer onion paratha,Haldiram
8904124700582,flocons d'avoine,
8901959021363,Pasta,De Cecco
8906021121873,Kulambu Chilli Masala,
3607264512156,Cadbury celebrations,chocolates
8901747002239,Instant Masala Tea,
8901035053783,Victoria menthe,
8996001312483,,
8906091900224,Jowar puffs,
8906091900002,Tomato foxnuts,
8904209305541,Rice idli,Aachi
8908008559143,,
8906006720114,Qyno Dates,Lion
8908014167004,Naagin indian hot sauce,Naagin
8901058866711,Maggi veg atta noodles 290gm,Maggi
38787102,,Coca-Cola
8904049650009,Riso basmati alishaan,
8900175003009,Taralli al calzone,
8901063012448,,Unknown Brand
8907316006400,Mutter paneer tofu,
8901725112592,Gulab jamun,AAshirvaad
8901155427310,Rajama masala,
8906057900060,Masala Century Chicken Masala,
8906133400590,Vegan Plant Protein Powder,Be Bodywise
8904064622098,Ponni Boiled Rice,
4099200428963,Cashew Mandel Mix - chili,Snack Fun
8904063281319,Motichoor Ladoo,Haldiram's
18968246,Mandala,T.CON
89008294,Munch,nestle
8906021511124,dalia,
8904067709840,Tandoori Roasted Peanuts,Jabsons
8901030778445,Clinic plus,
8906009993041,Elite pineapple cake,Elite
8904063213754,Aloo Pyaz Paratha,Haldiram's
8906005505453,Bikaji badam laccha,
8904287001052,Vermicelli,
8906065902704,Queues de crevettes blanches,
8906088860401,Current Noodles,
8901123005960,Lotte Choco Pie Cocoa,
8901063368033,Cake Choco Chill Gobbles Britannia,Britannia
8901063362086,Britannia Golddes,Britannia
8908000861794,Bhakarvadi,
8906035750373,bhakarwadi,
8906037913615,,
8901725192211,bingo,
8906021126076,Chukku kappi,Aachi
8901248318020,,
8901552025188,Mango Chutney,Truly Indian
8901262177191,Cassatta Ice Cream,Amul
8908003545738,Diabliss,
8901063166059,Treat Buzzy Strawberry,Britannia
07133300,Aa Unbranded Masoor Dal-200g,
60000028,Aa Royal Suger Dimond-100g,
14000859,Aa Royal Black Salt-1kg,
10004073,Aa Royal Ragi Flour-1Kg,
8904043927220,Tata Sampanna Chilli Powder -200g,
8901023017254,Good night,Unknown Brand
8904083505914,Organic Urad Dal White Split-500g,24 Mantra
8904083514091,Organic Masoor Malka-500g,24 Mantra
8904083505938,Organic Urad White Whole-500g,
8904083506232,Organic Sattu-500g,24 Mantra Organic
8906010070861,Ganesh Chana Sattu-500g,Ganesh
8904083506119,Organic Besan-500g,
8906010070465,Ganesh Besan-500g,ganesh
8906010070243,Ganesh Maida-500g,
8904083506393,Organic Rice Flour-500g,
8906010070649,Ganesh Suji-200g,
8906010071042,Ganesh Wheat Dalia-500g,
8904043926667,Tata Sampann Masoor Whole-500g,
8904043926025,Tata Sampann Urad Whole-500g,
8904043926681,Tata Sampann Rajma(Chitra)-500g,
8901088074865,Saffola Medlmaker Soya Chunks-170g,
8904104735016,JK Soya Chunks-200g,
8906010070847,Ganesh Chana Sattu-200g,
8906010070076,Ganesh Chakki Ata-1Kg,
8901808000334,WeiKFiELD Freeze ICE Chocolate Flavour,
8901808000341,Ice cream mix,
8901808000396,WeiKFiELD Freeze ICE Butterscotch Flavour,
89003138,Dabur hingoli,
00000740,Hershey s milk nuggets,Hershey's
8901396323303,ديتول,
8906009804705,Biscuits,
